0.00300,0.00100
0.00300,0.00000
0.00300,0.00000
0.00300,0.00100
0.00300,0.00100
0.00400,0.00100
0.00200,0.00000
0.00400,0.00100
0.00400,0.00100
0.00300,0.00000
0.00400,0.00100
0.00400,0.00100
0.00300,0.00100
0.00400,0.00100
0.00300,0.00000
0.00400,0.00100
0.00600,0.00100
0.00300,0.00100
0.00300,0.00100
0.00400,0.00100
0.00300,0.00100
0.00300,0.00000
0.00300,0.00100
0.00200,0.00200
0.00200,0.00100
0.00300,0.00100
0.00300,0.00100
0.00300,0.00100
0.00300,0.00000
0.00200,0.00100
0.00400,0.00100
0.00300,0.00100
0.00300,0.00100
0.00300,0.00000
0.00400,0.00100
0.00300,0.00100
0.00400,0.00100
0.00300,0.00100
0.00300,0.00000
0.00300,0.00100
0.00300,0.00100
0.00300,0.00200
0.00400,0.00100
0.00400,0.00000
0.00300,0.00000
0.00400,0.00100
0.00500,0.00100
0.00400,0.00100
0.00300,0.00100
0.00400,0.00100
