0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.00200,0.00000
0.00300,0.00000
0.01100,0.00000
0.00000,0.01000
0.00000,0.01600
0.00300,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.01100,0.00000
0.01500,0.00000
0.00000,0.00000
0.00000,0.00000
0.00600,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.00400,0.00100
0.00000,0.00000
0.00800,0.00000
0.00500,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.00900,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.01200,0.00000
0.00000,0.00000
0.00000,0.00000
0.01600,0.00000
